"Project name","Task name","Date","Start time","End time","Duration","Time zone","Project archived","Task completed"
"Read","","2023-08-06","23:28:13","23:59:59","0:31:46","+09:00","",""
"Read","","2023-08-07","0:00:00","0:00:44","0:00:44","+09:00","",""
"anime","","2023-08-07","18:02:38","19:18:36","1:15:58","+09:00","",""
"game","","2023-08-07","20:50:44","22:01:44","1:11:00","+09:00","",""
"game","","2023-08-08","1:19:45","1:39:27","0:19:42","+09:00","",""
"anime","","2023-08-08","13:43:20","14:05:18","0:21:58","+09:00","",""
"Read","","2023-08-08","18:50:58","19:09:53","0:18:55","+09:00","",""
"Read","","2023-08-08","21:20:28","22:13:28","0:53:00","+09:00","",""
"Read","","2023-08-09","2:59:11","3:06:46","0:07:35","+09:00","",""
"Program","","2023-08-09","5:44:07","6:42:05","0:57:58","+09:00","",""
"Program","","2023-08-09","7:20:37","8:19:40","0:59:03","+09:00","",""
"Read","","2023-08-09","8:19:42","9:41:38","1:21:56","+09:00","",""
"Program","","2023-08-09","9:41:41","10:23:22","0:41:41","+09:00","",""
"anime","","2023-08-09","16:38:19","17:44:58","1:06:39","+09:00","",""
"Program","","2023-08-09","20:37:05","22:38:35","2:01:30","+09:00","",""
"game","","2023-08-09","22:51:46","23:00:24","0:08:38","+09:00","",""
"anime","","2023-08-10","10:27:45","11:35:09","1:07:24","+09:00","",""
"anime","","2023-08-10","12:43:24","13:00:58","0:17:34","+09:00","",""
"Program","","2023-08-10","14:34:56","15:31:39","0:56:43","+09:00","",""
"game","","2023-08-10","16:45:51","17:12:21","0:26:30","+09:00","",""
"movie","","2023-08-11","18:06:45","18:37:06","0:30:21","+09:00","",""
"Read","","2023-08-11","22:53:26","23:59:59","1:06:33","+09:00","",""
"Read","","2023-08-12","0:00:00","2:42:50","2:42:50","+09:00","",""
"game","","2023-08-12","7:20:31","7:42:02","0:21:31","+09:00","",""
"Read","","2023-08-12","9:00:07","9:28:07","0:28:00","+09:00","",""
"anime","","2023-08-12","21:23:35","23:14:14","1:50:39","+09:00","",""
"anime","","2023-08-13","10:11:20","10:51:33","0:40:13","+09:00","",""
"Read","","2023-08-13","10:59:52","11:56:40","0:56:48","+09:00","",""
"anime","","2023-08-13","19:04:52","19:15:47","0:10:55","+09:00","",""
"anime","","2023-08-13","19:27:29","19:37:06","0:09:37","+09:00","",""
"game","","2023-08-13","21:18:49","23:01:56","1:43:07","+09:00","",""
"anime","","2023-08-13","23:06:37","23:36:31","0:29:54","+09:00","",""
"Program","","2023-08-14","16:18:07","18:18:53","2:00:46","+09:00","",""
"anime","","2023-08-14","19:32:04","19:38:23","0:06:19","+09:00","",""
"anime","","2023-08-14","20:59:14","21:10:34","0:11:20","+09:00","",""
"movie","","2023-08-14","21:11:07","23:29:02","2:17:55","+09:00","",""
"anime","","2023-08-15","17:05:44","17:25:38","0:19:54","+09:00","",""
"Program","","2023-08-15","17:41:18","19:15:40","1:34:22","+09:00","",""
"Program","","2023-08-15","21:55:47","21:57:30","0:01:43","+09:00","",""
"Read","","2023-08-15","22:00:29","22:55:29","0:55:00","+09:00","",""
"Read","","2023-08-16","0:32:35","3:09:05","2:36:30","+09:00","",""
"anime","","2023-08-16","3:37:27","5:02:46","1:25:19","+09:00","",""
"Read","","2023-08-16","10:28:53","11:25:32","0:56:39","+09:00","",""
"Program","","2023-08-16","17:05:38","18:59:22","1:53:44","+09:00","",""
"anime","","2023-08-16","18:55:23","19:39:23","0:44:00","+09:00","",""
"Program","","2023-08-16","20:47:48","21:42:39","0:54:51","+09:00","",""
"game","","2023-08-16","21:45:30","22:22:44","0:37:14","+09:00","",""
"Read","","2023-08-16","23:04:52","23:59:59","0:55:07","+09:00","",""
"anime","","2023-08-17","1:36:14","1:58:30","0:22:16","+09:00","",""
"anime","","2023-08-17","1:59:44","2:13:50","0:14:06","+09:00","",""
"Read","","2023-08-17","2:22:23","3:02:07","0:39:44","+09:00","",""
"Read","","2023-08-17","3:40:43","6:13:37","2:32:54","+09:00","",""
"Program","","2023-08-17","10:39:32","12:29:39","1:50:07","+09:00","",""
"anime","","2023-08-17","12:34:13","12:51:19","0:17:06","+09:00","",""
"Study","","2023-08-17","15:29:37","15:46:09","0:16:32","+09:00","",""
"movie","","2023-08-17","15:46:29","17:42:14","1:55:45","+09:00","",""
"game","","2023-08-17","19:00:46","19:55:29","0:54:43","+09:00","",""
"Program","","2023-08-17","21:00:24","22:16:50","1:16:26","+09:00","",""
"game","","2023-08-17","22:55:42","23:59:42","1:04:00","+09:00","",""
"game","","2023-08-18","0:00:30","0:56:30","0:56:00","+09:00","",""
"game","","2023-08-18","1:02:06","2:23:18","1:21:12","+09:00","",""
"Program","","2023-08-18","17:42:19","18:46:48","1:04:29","+09:00","",""
"game","","2023-08-18","21:03:56","21:49:57","0:46:01","+09:00","",""
"Program","","2023-08-18","21:57:36","23:07:23","1:09:47","+09:00","",""
"game","","2023-08-18","23:25:51","23:54:11","0:28:20","+09:00","",""
"Program","","2023-08-18","23:54:19","23:59:59","0:05:40","+09:00","",""
"Program","","2023-08-19","0:00:00","1:17:21","1:17:21","+09:00","",""
"anime","","2023-08-19","1:19:55","2:01:59","0:42:04","+09:00","",""
"game","","2023-08-19","8:21:35","8:31:42","0:10:07","+09:00","",""
"movie","","2023-08-19","12:37:36","13:10:51","0:33:15","+09:00","",""
"movie","","2023-08-19","13:12:52","15:58:47","2:45:55","+09:00","",""
"Program","","2023-08-19","16:06:22","16:31:09","0:24:47","+09:00","",""
"anime","","2023-08-19","23:14:27","23:37:15","0:22:48","+09:00","",""
"game","","2023-08-19","23:53:17","23:59:59","0:06:42","+09:00","",""
"game","","2023-08-20","0:00:00","0:22:23","0:22:23","+09:00","",""
"Program","","2023-08-20","0:26:14","1:33:07","1:06:53","+09:00","",""
"game","","2023-08-20","1:37:34","1:56:58","0:19:24","+09:00","",""
"Read","","2023-08-20","12:01:50","12:50:16","0:48:26","+09:00","",""
"Program","","2023-08-20","16:18:37","16:40:24","0:21:47","+09:00","",""
"Read","","2023-08-20","16:44:56","19:29:46","2:44:50","+09:00","",""
"Read","","2023-08-20","19:56:35","20:11:06","0:14:31","+09:00","",""
"anime","","2023-08-20","21:17:09","21:37:32","0:20:23","+09:00","",""
"game","","2023-08-20","22:02:20","22:54:20","0:52:00","+09:00","",""
"anime","","2023-08-21","4:39:46","5:54:26","1:14:40","+09:00","",""
"anime","","2023-08-21","18:51:52","19:12:43","0:20:51","+09:00","",""
"anime","","2023-08-22","2:25:55","4:35:12","2:09:17","+09:00","",""
"game","","2023-08-22","5:07:18","6:02:10","0:54:52","+09:00","",""
"Program","","2023-08-22","6:10:26","6:45:15","0:34:49","+09:00","",""
"anime","","2023-08-22","15:26:12","15:47:38","0:21:26","+09:00","",""
"anime","","2023-08-22","21:26:22","22:26:22","1:00:00","+09:00","",""
"Program","","2023-08-22","22:57:22","23:40:08","0:42:46","+09:00","",""
"Program","","2023-08-22","23:45:06","23:59:59","0:14:53","+09:00","",""
"Program","","2023-08-23","0:00:24","2:04:24","2:04:00","+09:00","",""
"Program","","2023-08-23","3:56:10","4:23:53","0:27:43","+09:00","",""
"game","","2023-08-23","6:37:29","7:16:12","0:38:43","+09:00","",""
"Program","","2023-08-23","17:44:30","17:55:00","0:10:30","+09:00","",""
"Program","","2023-08-23","18:35:53","19:02:33","0:26:40","+09:00","",""
"Program","","2023-08-23","20:04:09","21:44:46","1:40:37","+09:00","",""
"anime","","2023-08-24","0:32:41","0:55:27","0:22:46","+09:00","",""
"movie","","2023-08-25","19:16:45","19:56:11","0:39:26","+09:00","",""
"movie","","2023-08-25","20:53:49","22:13:19","1:19:30","+09:00","",""
"Program","","2023-08-25","23:11:11","23:59:59","0:48:48","+09:00","",""
"Program","","2023-08-26","0:00:00","2:17:57","2:17:57","+09:00","",""
"anime","","2023-08-26","2:18:03","2:38:42","0:20:39","+09:00","",""
"anime","","2023-08-26","12:29:40","13:14:00","0:44:20","+09:00","",""
"movie","","2023-08-26","13:38:13","14:35:51","0:57:38","+09:00","",""
"Program","","2023-08-26","18:03:44","19:56:10","1:52:26","+09:00","",""
"movie","","2023-08-26","21:17:52","22:51:35","1:33:43","+09:00","",""
"anime","","2023-08-27","2:10:01","5:05:22","2:55:21","+09:00","",""
"anime","","2023-08-27","8:12:07","8:33:18","0:21:11","+09:00","",""
"movie","","2023-08-27","8:40:05","8:40:08","0:00:03","+09:00","",""
"game","","2023-08-27","9:11:26","9:33:23","0:21:57","+09:00","",""
"anime","","2023-08-27","9:34:00","10:14:23","0:40:23","+09:00","",""
"anime","","2023-08-27","17:54:09","19:02:44","1:08:35","+09:00","",""
"movie","","2023-08-28","2:04:41","3:04:41","1:00:00","+09:00","",""
"anime","","2023-08-28","23:42:44","23:59:59","0:17:15","+09:00","",""
"movie","","2023-08-29","2:15:24","3:32:13","1:16:49","+09:00","",""
"anime","","2023-08-29","23:24:00","23:59:59","0:35:59","+09:00","",""
"anime","","2023-08-30","0:00:00","1:42:54","1:42:54","+09:00","",""
"anime","","2023-08-30","1:47:45","2:33:09","0:45:24","+09:00","",""
"anime","","2023-08-30","2:46:31","3:27:16","0:40:45","+09:00","",""
"anime","","2023-08-30","3:38:17","4:04:32","0:26:15","+09:00","",""
"anime","","2023-08-30","4:33:01","5:15:55","0:42:54","+09:00","",""
"anime","","2023-08-30","13:08:10","13:31:10","0:23:00","+09:00","",""
"movie","","2023-08-30","17:33:09","19:19:22","1:46:13","+09:00","",""
"movie","","2023-08-30","23:21:52","23:59:59","0:38:07","+09:00","",""
"movie","","2023-08-31","0:00:00","0:56:44","0:56:44","+09:00","",""
"anime","","2023-08-31","3:04:04","3:24:48","0:20:44","+09:00","",""
"anime","","2023-08-31","8:52:20","12:01:45","3:09:25","+09:00","",""
"anime","","2023-08-31","18:37:18","19:05:31","0:28:13","+09:00","",""
"anime","","2023-09-01","2:53:56","3:35:24","0:41:28","+09:00","",""
"anime","","2023-09-01","3:39:37","4:33:19","0:53:42","+09:00","",""
"anime","","2023-09-01","9:55:00","11:22:45","1:27:45","+09:00","",""
"movie","","2023-09-01","16:51:48","18:56:07","2:04:19","+09:00","",""
"anime","","2023-09-02","1:27:55","4:11:24","2:43:29","+09:00","",""
"anime","","2023-09-02","7:29:13","8:12:34","0:43:21","+09:00","",""
"game","","2023-09-02","8:12:38","9:16:06","1:03:28","+09:00","",""
"anime","","2023-09-02","9:16:07","9:47:56","0:31:49","+09:00","",""
"movie","","2023-09-02","9:47:58","11:57:18","2:09:20","+09:00","",""
"anime","","2023-09-02","18:09:51","18:26:50","0:16:59","+09:00","",""
"anime","","2023-09-02","21:35:40","22:53:42","1:18:02","+09:00","",""
"movie","","2023-09-02","23:29:54","23:59:59","0:30:05","+09:00","",""
"movie","","2023-09-03","0:00:00","0:33:36","0:33:36","+09:00","",""
"anime","","2023-09-03","13:31:20","14:01:51","0:30:31","+09:00","",""
"anime","","2023-09-03","15:37:52","16:15:24","0:37:32","+09:00","",""
"anime","","2023-09-03","18:45:10","19:27:44","0:42:34","+09:00","",""
"anime","","2023-09-03","21:46:36","22:47:10","1:00:34","+09:00","",""
"anime","","2023-09-04","16:20:06","16:40:25","0:20:19","+09:00","",""
"anime","","2023-09-05","0:15:28","1:11:26","0:55:58","+09:00","",""
"anime","","2023-09-05","16:18:06","18:55:27","2:37:21","+09:00","",""
"game","","2023-09-05","20:11:20","20:54:49","0:43:29","+09:00","",""
"movie","","2023-09-05","21:08:35","23:59:59","2:51:24","+09:00","",""
"movie","","2023-09-06","0:00:00","0:34:51","0:34:51","+09:00","",""
"anime","","2023-09-06","16:14:37","17:43:51","1:29:14","+09:00","",""
"movie","","2023-09-06","21:39:33","23:59:59","2:20:26","+09:00","",""
"movie","","2023-09-07","0:00:00","0:33:19","0:33:19","+09:00","",""
"anime","","2023-09-07","15:29:32","17:00:53","1:31:21","+09:00","",""
"anime","","2023-09-07","18:07:10","18:28:57","0:21:47","+09:00","",""
"anime","","2023-09-07","21:11:46","21:40:59","0:29:13","+09:00","",""
"anime","","2023-09-08","15:25:33","16:51:33","1:26:00","+09:00","",""
"movie","","2023-09-08","17:00:28","18:39:04","1:38:36","+09:00","",""
"game","","2023-09-08","20:44:20","22:16:32","1:32:12","+09:00","",""
"anime","","2023-09-09","9:43:00","10:02:52","0:19:52","+09:00","",""
"movie","","2023-09-09","10:43:28","12:17:39","1:34:11","+09:00","",""
"game","","2023-09-09","14:19:28","15:09:06","0:49:38","+09:00","",""
"anime","","2023-09-09","15:50:00","16:52:23","1:02:23","+09:00","",""
"anime","","2023-09-10","8:08:45","8:50:45","0:42:00","+09:00","",""
"game","","2023-09-10","13:09:02","14:09:38","1:00:36","+09:00","",""
"anime","","2023-09-10","14:50:36","15:11:36","0:21:00","+09:00","",""
"anime","","2023-09-10","19:49:57","20:33:45","0:43:48","+09:00","",""
"anime","","2023-09-11","16:28:52","17:09:45","0:40:53","+09:00","",""
"anime","","2023-09-11","17:18:00","17:50:46","0:32:46","+09:00","",""
"Program","","2023-09-11","20:39:45","21:18:27","0:38:42","+09:00","",""
"Program","","2023-09-11","22:13:34","22:54:30","0:40:56","+09:00","",""
"anime","","2023-09-11","22:54:32","23:37:41","0:43:09","+09:00","",""
"anime","","2023-09-12","15:27:01","15:49:02","0:22:01","+09:00","",""
"Program","","2023-09-12","20:58:47","23:29:05","2:30:18","+09:00","",""
"anime","","2023-09-13","16:32:17","17:32:23","1:00:06","+09:00","",""
"anime","","2023-09-14","0:30:52","0:49:58","0:19:06","+09:00","",""
"Program","","2023-09-14","20:48:02","22:42:19","1:54:17","+09:00","",""
"anime","","2023-09-15","13:40:08","14:00:08","0:20:00","+09:00","",""
"anime","","2023-09-15","20:28:32","22:02:37","1:34:05","+09:00","",""
"game","","2023-09-16","9:00:31","12:26:31","3:26:00","+09:00","",""
"movie","","2023-09-16","14:21:34","16:13:17","1:51:43","+09:00","",""
"game","","2023-09-16","16:22:52","17:47:52","1:25:00","+09:00","",""
"game","","2023-09-16","22:00:12","23:59:12","1:59:00","+09:00","",""
"game","","2023-09-17","0:00:48","1:30:48","1:30:00","+09:00","",""
"movie","","2023-09-17","12:00:53","13:16:53","1:16:00","+09:00","",""
"movie","","2023-09-17","21:08:55","22:06:21","0:57:26","+09:00","",""
"anime","","2023-09-18","12:31:39","13:31:39","1:00:00","+09:00","",""
"anime","","2023-09-18","13:33:40","17:25:25","3:51:45","+09:00","",""
"game","","2023-09-18","17:25:27","18:51:11","1:25:44","+09:00","",""
"Read","","2023-09-19","15:02:51","17:02:51","2:00:00","+09:00","",""
"anime","","2023-09-19","15:22:52","16:06:12","0:43:20","+09:00","",""
"Program","","2023-09-19","18:02:43","19:25:55","1:23:12","+09:00","",""
"anime","","2023-09-19","20:00:10","21:12:50","1:12:40","+09:00","",""
"Program","","2023-09-19","21:41:50","22:55:10","1:13:20","+09:00","",""
"game","","2023-09-19","22:59:29","23:24:54","0:25:25","+09:00","",""
"anime","","2023-09-20","16:17:39","16:54:29","0:36:50","+09:00","",""
"Program","","2023-09-20","19:46:14","21:25:43","1:39:29","+09:00","",""
"game","","2023-09-20","22:12:30","23:59:59","1:47:29","+09:00","",""
"game","","2023-09-21","0:00:00","0:24:47","0:24:47","+09:00","",""
"anime","","2023-09-21","15:36:14","15:59:37","0:23:23","+09:00","",""
"game","","2023-09-21","16:04:42","17:05:49","1:01:07","+09:00","",""
"Program","","2023-09-21","20:57:44","23:59:59","3:02:15","+09:00","",""
"Program","","2023-09-22","0:00:00","0:01:42","0:01:42","+09:00","",""
"game","","2023-09-22","0:10:35","0:38:16","0:27:41","+09:00","",""
"Read","","2023-09-22","12:00:59","14:00:59","2:00:00","+09:00","",""
"game","","2023-09-22","17:19:36","18:47:41","1:28:05","+09:00","",""
"movie","","2023-09-22","19:54:51","21:39:41","1:44:50","+09:00","",""
"anime","","2023-09-23","16:24:58","16:48:30","0:23:32","+09:00","",""
"movie","","2023-09-23","16:49:38","17:49:40","1:00:02","+09:00","",""
"Program","","2023-09-23","19:12:42","20:42:13","1:29:31","+09:00","",""
"Program","","2023-09-23","21:00:11","21:53:11","0:53:00","+09:00","",""
"game","","2023-09-23","22:38:07","22:59:03","0:20:56","+09:00","",""
"anime","","2023-09-24","0:40:03","2:31:29","1:51:26","+09:00","",""
"game","","2023-09-24","18:28:16","18:56:48","0:28:32","+09:00","",""
"Read","","2023-09-24","20:53:34","21:18:48","0:25:14","+09:00","",""
"game","","2023-09-24","22:34:30","23:12:34","0:38:04","+09:00","",""
"Read","","2023-09-25","12:17:25","13:17:25","1:00:00","+09:00","",""
"anime","","2023-09-25","16:53:17","17:18:52","0:25:35","+09:00","",""
"anime","","2023-09-25","17:40:26","17:46:29","0:06:03","+09:00","",""
"Program","","2023-09-25","22:04:47","22:15:07","0:10:20","+09:00","",""
"game","","2023-09-25","22:25:01","23:24:31","0:59:30","+09:00","",""
"Program","","2023-09-25","23:29:14","23:59:59","0:30:45","+09:00","",""
"Program","","2023-09-26","0:00:00","0:30:40","0:30:40","+09:00","",""
"Read","","2023-09-26","12:09:31","12:45:31","0:36:00","+09:00","",""
"anime","","2023-09-26","15:25:22","16:03:49","0:38:27","+09:00","",""
"Program","","2023-09-26","17:17:30","17:59:55","0:42:25","+09:00","",""
"Read","","2023-09-26","20:09:46","21:58:56","1:49:10","+09:00","",""
"Read","","2023-09-27","8:15:34","10:14:44","1:59:10","+09:00","",""
"Read","","2023-09-27","10:38:18","12:19:55","1:41:37","+09:00","",""
"Read","","2023-09-27","12:52:07","13:27:38","0:35:31","+09:00","",""
"Read","","2023-09-27","14:06:49","15:30:09","1:23:20","+09:00","",""
"anime","","2023-09-27","17:01:11","17:41:15","0:40:04","+09:00","",""
"anime","","2023-09-27","17:50:12","18:12:25","0:22:13","+09:00","",""
"anime","","2023-09-27","18:19:56","19:45:47","1:25:51","+09:00","",""
"game","","2023-09-27","20:22:03","21:26:41","1:04:38","+09:00","",""
"Program","","2023-09-27","21:26:44","22:54:36","1:27:52","+09:00","",""
"Program","","2023-09-28","8:41:21","11:39:30","2:58:09","+09:00","",""
"anime","","2023-09-28","15:25:24","15:46:02","0:20:38","+09:00","",""
"game","","2023-09-28","18:11:38","19:08:23","0:56:45","+09:00","",""
"Program","","2023-09-28","19:50:24","23:20:48","3:30:24","+09:00","",""
"Read","","2023-09-29","12:48:26","13:30:26","0:42:00","+09:00","",""
"Program","","2023-09-29","15:48:44","17:13:22","1:24:38","+09:00","",""
"game","","2023-09-29","17:22:43","18:23:09","1:00:26","+09:00","",""
"Program","","2023-09-29","19:06:42","20:41:45","1:35:03","+09:00","",""
"Read","","2023-09-29","20:48:42","22:26:23","1:37:41","+09:00","",""
"game","","2023-09-30","10:05:52","11:30:16","1:24:24","+09:00","",""
"Read","","2023-09-30","11:37:56","13:11:44","1:33:48","+09:00","",""
"Program","","2023-09-30","14:42:16","17:43:23","3:01:07","+09:00","",""
"movie","","2023-09-30","17:53:20","19:06:09","1:12:49","+09:00","",""
"Read","","2023-09-30","19:36:59","19:59:47","0:22:48","+09:00","",""
"movie","","2023-09-30","20:58:10","22:00:24","1:02:14","+09:00","",""
"Program","","2023-10-01","13:10:32","14:39:17","1:28:45","+09:00","",""
"anime","","2023-10-01","14:43:18","15:07:07","0:23:49","+09:00","",""
"Program","","2023-10-01","15:18:14","15:33:51","0:15:37","+09:00","",""
"Study","","2023-10-01","15:52:46","16:53:50","1:01:04","+09:00","",""
"game","","2023-10-01","17:01:36","17:44:49","0:43:13","+09:00","",""
"Program","","2023-10-01","17:50:57","20:15:41","2:24:44","+09:00","",""
"Program","","2023-10-01","21:17:35","21:51:09","0:33:34","+09:00","",""
"Read","","2023-10-02","9:39:48","11:13:48","1:34:00","+09:00","",""
"Study","","2023-10-02","16:24:53","19:15:22","2:50:29","+09:00","",""
"Read","","2023-10-02","19:53:16","21:14:30","1:21:14","+09:00","",""
"Program","","2023-10-02","21:14:34","23:59:59","2:45:25","+09:00","",""
"Program","","2023-10-03","0:00:00","0:18:42","0:18:42","+09:00","",""
"anime","","2023-10-03","15:25:25","15:48:04","0:22:39","+09:00","",""
"Study","","2023-10-03","16:49:43","18:39:30","1:49:47","+09:00","",""
"game","","2023-10-03","19:45:09","20:26:36","0:41:27","+09:00","",""
"Program","","2023-10-03","20:29:29","21:42:53","1:13:24","+09:00","",""
"Study","","2023-10-03","22:12:34","22:59:45","0:47:11","+09:00","",""
"Study","","2023-10-03","23:00:15","23:59:15","0:59:00","+09:00","",""
"Study","","2023-10-04","10:00:32","12:00:32","2:00:00","+09:00","",""
"Program","","2023-10-04","17:12:30","17:48:35","0:36:05","+09:00","",""
"anime","","2023-10-04","17:48:56","19:39:25","1:50:29","+09:00","",""
"Program","","2023-10-04","20:55:27","23:33:56","2:38:29","+09:00","",""
"game","","2023-10-05","19:57:11","20:39:04","0:41:53","+09:00","",""
"Study","","2023-10-05","21:27:41","23:59:59","2:32:18","+09:00","",""
"Study","","2023-10-06","0:00:00","0:20:57","0:20:57","+09:00","",""
"anime","","2023-10-06","21:07:35","22:37:35","1:30:00","+09:00","",""
"anime","","2023-10-07","0:11:48","1:19:04","1:07:16","+09:00","",""
"game","","2023-10-07","11:23:54","11:44:43","0:20:49","+09:00","",""
"anime","","2023-10-07","11:59:37","12:56:09","0:56:32","+09:00","",""
"Read","","2023-10-07","12:57:04","13:32:20","0:35:16","+09:00","",""
"anime","","2023-10-07","13:41:16","14:06:43","0:25:27","+09:00","",""
"Study","","2023-10-07","14:15:32","18:53:27","4:37:55","+09:00","",""
"game","","2023-10-07","21:35:41","22:06:53","0:31:12","+09:00","",""
"Read","","2023-10-07","22:07:11","23:11:06","1:03:55","+09:00","",""
"anime","","2023-10-07","23:14:30","23:59:59","0:45:29","+09:00","",""
"anime","","2023-10-08","0:00:00","0:02:19","0:02:19","+09:00","",""
"Study","","2023-10-08","13:14:16","14:15:20","1:01:04","+09:00","",""
"Study","","2023-10-08","15:56:09","17:32:39","1:36:30","+09:00","",""
"game","","2023-10-08","17:36:21","17:36:22","0:00:01","+09:00","",""
"Study","","2023-10-08","20:21:29","21:24:10","1:02:41","+09:00","",""
"Study","","2023-10-08","22:26:51","23:03:02","0:36:11","+09:00","",""
"game","","2023-10-08","23:12:58","23:25:43","0:12:45","+09:00","",""
"Study","","2023-10-09","10:54:06","12:00:34","1:06:28","+09:00","",""
"anime","","2023-10-09","12:04:16","12:36:35","0:32:19","+09:00","",""
"Study","","2023-10-09","12:59:41","14:24:27","1:24:46","+09:00","",""
"Study","","2023-10-09","14:45:13","15:52:35","1:07:22","+09:00","",""
"anime","","2023-10-09","15:53:15","16:16:42","0:23:27","+09:00","",""
"Study","","2023-10-09","20:22:40","21:28:01","1:05:21","+09:00","",""
"Read","","2023-10-09","21:38:50","23:59:59","2:21:09","+09:00","",""
"Read","","2023-10-10","0:00:00","2:13:39","2:13:39","+09:00","",""
"anime","","2023-10-10","10:14:52","12:00:58","1:46:06","+09:00","",""
"Study","","2023-10-10","15:22:00","16:22:00","1:00:00","+09:00","",""
"Read","","2023-10-10","17:47:00","18:25:46","0:38:46","+09:00","",""
"Study","","2023-10-10","19:17:31","19:29:08","0:11:37","+09:00","",""
"Study","","2023-10-10","20:15:58","20:58:57","0:42:59","+09:00","",""
"game","","2023-10-10","22:31:10","22:45:25","0:14:15","+09:00","",""
"Study","","2023-10-11","11:22:42","11:40:45","0:18:03","+09:00","",""
"Read","","2023-10-11","11:41:02","12:31:00","0:49:58","+09:00","",""
"anime","","2023-10-11","12:47:42","13:08:18","0:20:36","+09:00","",""
"Study","","2023-10-11","15:19:51","17:08:00","1:48:09","+09:00","",""
"Read","","2023-10-11","17:29:59","17:49:51","0:19:52","+09:00","",""
"Read","","2023-10-11","18:57:02","19:38:55","0:41:53","+09:00","",""
"Study","","2023-10-11","20:50:58","21:28:14","0:37:16","+09:00","",""
"Read","","2023-10-11","21:28:51","22:46:13","1:17:22","+09:00","",""
"Study","","2023-10-11","22:58:35","23:16:41","0:18:06","+09:00","",""
"anime","","2023-10-12","10:10:17","10:29:07","0:18:50","+09:00","",""
"Study","","2023-10-12","13:48:56","16:18:42","2:29:46","+09:00","",""
"Read","","2023-10-12","16:48:41","17:14:33","0:25:52","+09:00","",""
"Study","","2023-10-12","19:50:19","20:27:41","0:37:22","+09:00","",""
"anime","","2023-10-12","21:07:06","21:45:33","0:38:27","+09:00","",""
"Read","","2023-10-12","21:45:47","23:11:18","1:25:31","+09:00","",""
"Read","","2023-10-13","1:26:28","1:40:35","0:14:07","+09:00","",""
"anime","","2023-10-13","15:48:59","17:07:48","1:18:49","+09:00","",""
"anime","","2023-10-14","15:40:11","16:26:54","0:46:43","+09:00","",""
"Program","","2023-10-14","16:46:38","17:17:33","0:30:55","+09:00","",""
"Program","","2023-10-14","19:44:33","22:22:58","2:38:25","+09:00","",""
"Read","","2023-10-14","23:01:36","23:59:59","0:58:23","+09:00","",""
"Read","","2023-10-15","0:00:00","0:07:13","0:07:13","+09:00","",""
"game","","2023-10-15","11:23:42","11:58:06","0:34:24","+09:00","",""
"anime","","2023-10-15","19:52:52","21:08:44","1:15:52","+09:00","",""
"anime","","2023-10-16","12:24:43","15:07:21","2:42:38","+09:00","",""
"anime","","2023-10-16","19:38:19","21:44:58","2:06:39","+09:00","",""
"anime","","2023-10-16","22:30:33","22:56:40","0:26:07","+09:00","",""
"anime","","2023-10-16","22:56:55","23:54:47","0:57:52","+09:00","",""
"anime","","2023-10-17","13:11:02","13:32:28","0:21:26","+09:00","",""
"anime","","2023-10-17","13:33:57","14:23:37","0:49:40","+09:00","",""
"anime","","2023-10-17","15:14:32","16:53:58","1:39:26","+09:00","",""
"Read","","2023-10-18","17:46:06","18:02:16","0:16:10","+09:00","",""
"Read","","2023-10-18","18:46:54","21:33:11","2:46:17","+09:00","",""
"Read","","2023-10-19","8:08:07","8:16:36","0:08:29","+09:00","",""
"Read","","2023-10-19","13:55:14","14:27:34","0:32:20","+09:00","",""
"Program","","2023-10-19","17:17:37","18:58:56","1:41:19","+09:00","",""
"Program","","2023-10-19","20:49:36","22:15:17","1:25:41","+09:00","",""
"game","","2023-10-19","22:39:58","23:40:27","1:00:29","+09:00","",""
"Read","","2023-10-19","23:44:39","23:59:59","0:15:20","+09:00","",""
"Read","","2023-10-20","0:00:00","0:14:37","0:14:37","+09:00","",""
"Read","","2023-10-20","0:29:39","1:14:51","0:45:12","+09:00","",""
"Program","","2023-10-20","17:09:47","18:23:19","1:13:32","+09:00","",""
"Read","","2023-10-20","18:59:05","19:30:15","0:31:10","+09:00","",""
"Read","","2023-10-20","20:26:46","21:23:57","0:57:11","+09:00","",""
"Program","","2023-10-20","21:32:51","22:40:27","1:07:36","+09:00","",""
"Read","","2023-10-20","23:49:43","23:59:59","0:10:16","+09:00","",""
"Read","","2023-10-21","0:00:00","1:33:48","1:33:48","+09:00","",""
"anime","","2023-10-21","10:50:37","11:33:16","0:42:39","+09:00","",""
"Read","","2023-10-21","13:49:32","13:56:52","0:07:20","+09:00","",""
"anime","","2023-10-21","14:19:39","14:41:13","0:21:34","+09:00","",""
"Read","","2023-10-21","18:39:53","20:45:44","2:05:51","+09:00","",""
"game","","2023-10-22","10:45:18","12:01:11","1:15:53","+09:00","",""
"movie","","2023-10-22","14:12:21","16:06:22","1:54:01","+09:00","",""
"Program","","2023-10-23","17:43:30","19:03:14","1:19:44","+09:00","",""
"Program","","2023-10-23","19:47:17","20:16:06","0:28:49","+09:00","",""
"game","","2023-10-23","20:16:08","21:16:45","1:00:37","+09:00","",""
"movie","","2023-10-23","22:48:03","23:58:11","1:10:08","+09:00","",""
"Read","","2023-10-24","0:05:08","0:24:20","0:19:12","+09:00","",""
